iRECORD_ID,iCIK,iCUSIP,iPERIOD_END,iFILING_DATE,iAMEND,iRESTATEMENT,iTYPE,iQTY,iMARKET_VALUE,iLONG_FRACTION
4444674,0000909788,053015103,1999-12-31,2000-01-18,0,0,0,6744,363,0.000378336
4444675,0000909788,86074Q102,1999-12-31,2000-01-18,0,0,0,7000,223,0.000232421
4444676,0000909788,373298702,1999-12-31,2000-01-18,0,0,0,25000,616,0.000642024
4444677,0000909788,001547108,1999-12-31,2000-01-18,0,0,0,17000,321,0.000334561
4444678,0000909788,457759108,1999-12-31,2000-01-18,0,0,0,14926,301,0.000313717
4444679,0000909788,126650100,1999-12-31,2000-01-18,0,0,0,20000,798,0.000831713
4444680,0000909788,759509102,1999-12-31,2000-01-18,0,0,0,10500,246,0.000256393
4444681,0000909788,518415104,1999-12-31,2000-01-18,0,0,0,8000,377,0.000392927
4444682,0000909788,742718109,1999-12-31,2000-01-18,0,0,0,62895,6876,0.00716649
4444683,0000909788,29266M109,1999-12-31,2000-01-18,0,0,0,35000,728,0.000758756
4444684,0000909788,966834103,1999-12-31,2000-01-18,0,0,0,8000,429,0.000447124
4444685,0000909788,451107106,1999-12-31,2000-01-18,0,0,0,23400,627,0.000653489
4444686,0000909788,375766102,1999-12-31,2000-01-18,0,0,0,46700,1923,0.00200424
4444687,0000909788,969457100,1999-12-31,2000-01-18,0,0,0,32180,984,0.00102557
4444688,0000909788,59000G100,1999-12-31,2000-01-18,0,0,0,25000,484,0.000504448
4444689,0000909788,905581104,1999-12-31,2000-01-18,0,0,0,12545,837,0.000872361
4444690,0000909788,587405101,1999-12-31,2000-01-18,0,0,0,22000,703,0.0007327
4444691,0000909788,720186105,1999-12-31,2000-01-18,0,0,0,10800,325,0.00033873
4444692,0000909788,651290108,1999-12-31,2000-01-18,0,0,0,10000,268,0.000279322
4444693,0000909788,855244109,1999-12-31,2000-01-18,0,0,0,45000,1091,0.00113709
4444694,0000909788,636518102,1999-12-31,2000-01-18,0,0,0,9424,360,0.000375209
4444695,0000909788,552848103,1999-12-31,2000-01-18,0,0,0,10375,624,0.000650362
4444696,0000909788,897844106,1999-12-31,2000-01-18,0,0,0,7000,313,0.000326223
4444697,0000909788,635519101,1999-12-31,2000-01-18,0,0,0,7000,263,0.000274111
4444698,0000909788,137219200,1999-12-31,2000-01-18,0,0,0,5000,255,0.000265773
4444699,0000909788,485170104,1999-12-31,2000-01-18,0,0,0,26575,1979,0.00206261
4444700,0000909788,629526104,1999-12-31,2000-01-18,0,0,0,23000,725,0.000755629
4444701,0000909788,76026T205,1999-12-31,2000-01-18,0,0,0,30000,698,0.000727489
4444702,0000909788,923436109,1999-12-31,2000-01-18,0,0,0,46500,6655,0.00693616
4444703,0000909788,913903100,1999-12-31,2000-01-18,0,0,0,8000,288,0.000300167
4444704,0000909788,144141108,1999-12-31,2000-01-18,0,0,0,16041,433,0.000451293
4444705,0000909788,842587107,1999-12-31,2000-01-18,0,0,0,44750,1052,0.00109644
4444706,0000909788,156406761,1999-12-31,2000-01-18,0,0,0,3651220,34609,0.0360711
4444707,0000909788,401698105,1999-12-31,2000-01-18,0,0,0,9505,438,0.000456504
4444708,0000909788,806605101,1999-12-31,2000-01-18,0,0,0,52890,2241,0.00233568
4444709,0000909788,452308109,1999-12-31,2000-01-18,0,0,0,12168,811,0.000845263
4444710,0000909788,264399106,1999-12-31,2000-01-18,0,0,0,23395,1153,0.00120171
4444711,0000909788,927914101,1999-12-31,2000-01-18,0,0,0,7027,334,0.000348111
4444712,0000909788,219023108,1999-12-31,2000-01-18,0,0,0,10000,328,0.000341857
4444713,0000909788,554273102,1999-12-31,2000-01-18,0,0,0,5000,205,0.000213661
4444714,0000909788,008190100,1999-12-31,2000-01-18,0,0,0,10000,460,0.000479434
4444715,0000909788,030411102,1999-12-31,2000-01-18,0,0,0,20000,425,0.000442955
4444716,0000909788,102183100,1999-12-31,2000-01-18,0,0,0,12000,652,0.000679545
4444717,0000099782,725701882,1999-12-31,2000-01-24,0,0,0,37500,398,0.0000752316
4444718,0000099782,902494103,1999-12-31,2000-01-24,0,0,0,390000,6338,0.00119804
4444719,0000099782,918005109,1999-12-31,2000-01-24,0,0,0,139650,2714,0.000513012
4444720,0000099782,872375100,1999-12-31,2000-01-24,0,0,0,76400,1418,0.000268036
4444721,0000099782,222372104,1999-12-31,2000-01-24,0,0,0,400700,10118,0.00191255
4444722,0000099782,205363104,1999-12-31,2000-01-24,0,0,0,163600,15481,0.00292628
4444723,0000099782,319439105,1999-12-31,2000-01-24,0,0,0,99900,1486,0.00028089
4444724,0000099782,40426W101,1999-12-31,2000-01-24,0,0,0,108900,980,0.000185244
4444725,0000099782,800907107,1999-12-31,2000-01-24,0,0,0,2700,270,0.0000510365
4444726,0000099782,749685103,1999-12-31,2000-01-24,0,0,0,193400,1970,0.000372378
4444727,0000099782,629579103,1999-12-31,2000-01-24,0,0,0,85300,4739,0.000895786
4444728,0000099782,870738101,1999-12-31,2000-01-24,0,0,0,34300,394,0.0000744755
4444729,0000099782,829060102,1999-12-31,2000-01-24,0,0,0,117400,1321,0.000249701
4444730,0000099782,035290105,1999-12-31,2000-01-24,0,0,0,11100,229,0.0000432865
4444731,0000099782,871607107,1999-12-31,2000-01-24,0,0,0,10700,714,0.000134963
4444732,0000099782,723481107,1999-12-31,2000-01-24,0,0,0,45800,1863,0.000352152
4444733,0000099782,484836101,1999-12-31,2000-01-24,0,0,0,9400,317,0.0000599207
4444734,0000099782,431284108,1999-12-31,2000-01-24,0,0,0,78700,1859,0.000351396
4444735,0000099782,69331C108,1999-12-31,2000-01-24,0,0,0,789741,16190,0.0030603
4444736,0000099782,032095101,1999-12-31,2000-01-24,0,0,0,35300,2350,0.000444207
4444737,0000099782,74460D109,1999-12-31,2000-01-24,0,0,0,371200,8422,0.00159196
4444738,0000099782,440452100,1999-12-31,2000-01-24,0,0,0,5600,228,0.0000430975
4444739,0000099782,599902103,1999-12-31,2000-01-24,0,0,0,2100,256,0.0000483902
4444740,0000099782,423074103,1999-12-31,2000-01-24,0,0,0,203400,8098,0.00153072
4444741,0000099782,947890109,1999-12-31,2000-01-24,0,0,0,152400,3591,0.000678786
4444742,0000099782,824889109,1999-12-31,2000-01-24,0,0,0,32900,331,0.000062567
4444743,0000099782,637640103,1999-12-31,2000-01-24,0,0,0,13100,561,0.000106043
4444744,0000099782,441560109,1999-12-31,2000-01-24,0,0,0,50800,2143,0.000405079
4444745,0000099782,783519101,1999-12-31,2000-01-24,0,0,0,44300,377,0.0000712621
4444746,0000099782,469814107,1999-12-31,2000-01-24,0,0,0,79600,2587,0.000489006
4444747,0000099782,988858106,1999-12-31,2000-01-24,0,0,0,82200,3976,0.00075156
