pSP_CUSIP,pSP_EXCHANGE,pSP_TICKER,pSP_DATE,pSP_VOLUME,pSP_OPEN,pSP_HIGH,pSP_LOW,pSP_CLOSE
013817101,"N     ","AA    ",1996-05-30,2106400,15.4688,15.7188,15.4062,15.6562
013817101,"N     ","AA    ",1996-05-31,2761200,15.6875,15.75,15.375,15.4062
013817101,"N     ","AA    ",1996-06-03,2977200,15.5,15.5938,15.4375,15.4375
013817101,"N     ","AA    ",1996-06-04,2056800,15.5625,15.625,15.2812,15.2812
013817101,"N     ","AA    ",1996-06-05,3754400,15.3125,15.3125,14.9062,14.9062
013817101,"N     ","AA    ",1996-06-06,10261600,14.9062,14.9375,14.25,14.4688
013817101,"N     ","AA    ",1996-06-07,6406800,14.4688,15.0312,14.4688,14.9062
013817101,"N     ","AA    ",1996-06-10,3950800,14.9375,15.0625,14.8125,14.9062
013817101,"N     ","AA    ",1996-06-11,4443200,14.9062,15.0938,14.9062,14.9688
013817101,"N     ","AA    ",1996-06-12,3244400,15,15.0625,14.8438,14.9062
013817101,"N     ","AA    ",1996-06-13,3240800,14.8438,14.9062,14.7188,14.8438
013817101,"N     ","AA    ",1996-06-14,2946800,14.8438,14.8438,14.6562,14.6562
013817101,"N     ","AA    ",1996-06-17,2965600,14.7188,14.8125,14.6562,14.6875
013817101,"N     ","AA    ",1996-06-18,3758000,14.7188,15,14.6875,14.9062
013817101,"N     ","AA    ",1996-06-19,2458800,14.8438,15.0312,14.8438,14.8438
013817101,"N     ","AA    ",1996-06-20,5305600,14.9375,14.9375,14.6875,14.75
013817101,"N     ","AA    ",1996-06-21,3466000,14.8125,14.9062,14.7812,14.7812
013817101,"N     ","AA    ",1996-06-24,5490000,14.8438,14.8438,14.4688,14.5312
013817101,"N     ","AA    ",1996-06-25,7684800,14.5938,14.6562,14.375,14.375
013817101,"N     ","AA    ",1996-06-26,1924000,14.4688,14.4688,14.4062,14.4375
013817101,"N     ","AA    ",1996-06-27,2781600,14.5,14.5312,14.4062,14.4375
013817101,"N     ","AA    ",1996-06-28,2111200,14.4375,14.5625,14.3438,14.3438
013817101,"N     ","AA    ",1996-07-01,2185600,14.3438,14.5625,14.3438,14.5
013817101,"N     ","AA    ",1996-07-02,2960000,14.5625,14.75,14.4375,14.4375
013817101,"N     ","AA    ",1996-07-03,2490800,14.4688,14.5,14.2188,14.2188
013817101,"N     ","AA    ",1996-07-05,2630000,14.2188,14.2812,13.9375,14
013817101,"N     ","AA    ",1996-07-08,3082800,14,14.1875,13.9688,14
013817101,"N     ","AA    ",1996-07-09,4114000,14.125,14.4375,14.0938,14.1875
013817101,"N     ","AA    ",1996-07-10,5184000,14.25,14.5312,14.1562,14.5312
013817101,"N     ","AA    ",1996-07-11,5544000,14.5625,14.5938,14.1562,14.1875
013817101,"N     ","AA    ",1996-07-12,3110800,14.3438,14.5312,14.25,14.4062
013817101,"N     ","AA    ",1996-07-15,4347200,14.4688,14.5312,13.875,13.9375
013817101,"N     ","AA    ",1996-07-16,5747200,14.1875,14.1875,13.7812,13.875
013817101,"N     ","AA    ",1996-07-17,2397600,14,14.25,13.9688,14.0625
013817101,"N     ","AA    ",1996-07-18,1894000,14.3125,14.3125,14.0938,14.125
013817101,"N     ","AA    ",1996-07-19,2310000,14.0312,14.0938,13.9375,14.0938
013817101,"N     ","AA    ",1996-07-22,1239200,14.125,14.125,13.9688,13.9688
013817101,"N     ","AA    ",1996-07-23,1763600,14.0312,14.125,13.9062,13.9375
013817101,"N     ","AA    ",1996-07-24,1969600,13.875,14.25,13.875,14
013817101,"N     ","AA    ",1996-07-25,2160800,14.1875,14.3125,13.9688,14.125
013817101,"N     ","AA    ",1996-07-26,2552800,14.1562,14.3125,14.0625,14.3125
013817101,"N     ","AA    ",1996-07-29,3019200,14.4688,14.5312,14.375,14.4375
013817101,"N     ","AA    ",1996-07-30,2260800,14.5,14.5312,14.2188,14.5
013817101,"N     ","AA    ",1996-07-31,1444400,14.375,14.5312,14.3438,14.5
013817101,"N     ","AA    ",1996-08-01,3262400,14.5,14.9375,14.5,14.9375
013817101,"N     ","AA    ",1996-08-02,3225600,15,15.1875,14.75,15.1875
013817101,"N     ","AA    ",1996-08-05,2843600,15.0312,15.3125,15,15.1562
013817101,"N     ","AA    ",1996-08-06,1957600,15.0625,15.2188,15.0312,15.2188
013817101,"N     ","AA    ",1996-08-07,2153200,15.25,15.2812,14.9062,15.125
013817101,"N     ","AA    ",1996-08-08,815600,15.125,15.1562,15,15.125
013817101,"N     ","AA    ",1996-08-09,1176800,15.125,15.3125,15.125,15.1875
013817101,"N     ","AA    ",1996-08-12,2091600,15.1562,15.1875,15,15.125
013817101,"N     ","AA    ",1996-08-13,1940400,15.125,15.2188,15.0312,15.0938
013817101,"N     ","AA    ",1996-08-14,1770800,15.25,15.4688,15.1562,15.4375
013817101,"N     ","AA    ",1996-08-15,1912000,15.4375,15.4375,15.2188,15.25
013817101,"N     ","AA    ",1996-08-16,925600,15.375,15.4375,15.3125,15.4062
013817101,"N     ","AA    ",1996-08-19,800000,15.4375,15.5312,15.4062,15.4375
013817101,"N     ","AA    ",1996-08-20,3200000,15.5,15.8438,15.5,15.7812
013817101,"N     ","AA    ",1996-08-21,3512800,15.7812,16.0312,15.7812,16.0312
013817101,"N     ","AA    ",1996-08-22,3062800,15.9688,15.9688,15.5938,15.7812
013817101,"N     ","AA    ",1996-08-23,2136400,15.9062,15.9688,15.7812,15.9375
013817101,"N     ","AA    ",1996-08-26,2340800,15.9062,15.9062,15.6562,15.7188
013817101,"N     ","AA    ",1996-08-27,1341200,15.8125,15.8125,15.6562,15.7188
013817101,"N     ","AA    ",1996-08-28,3490800,15.6875,15.8438,15.6875,15.8438
013817101,"N     ","AA    ",1996-08-29,2132400,15.875,15.9375,15.5625,15.5625
013817101,"N     ","AA    ",1996-08-30,1836000,15.6875,15.6875,15.5,15.5312
013817101,"N     ","AA    ",1996-09-03,1679200,15.4375,15.7188,15.3438,15.7188
013817101,"N     ","AA    ",1996-09-04,1310800,15.7188,15.9062,15.5938,15.875
013817101,"N     ","AA    ",1996-09-05,1496000,15.8125,15.875,15.7188,15.75
013817101,"N     ","AA    ",1996-09-06,2414000,15.6875,15.6875,15.4688,15.5312
013817101,"N     ","AA    ",1996-09-09,979200,15.5625,15.7188,15.5312,15.6562
013817101,"N     ","AA    ",1996-09-10,3229600,15.7188,15.7188,15.1875,15.4688
013817101,"N     ","AA    ",1996-09-11,1184800,15.4688,15.4688,15.3125,15.3125
013817101,"N     ","AA    ",1996-09-12,1749600,15.3125,15.4688,15.25,15.4688
013817101,"N     ","AA    ",1996-09-13,1605200,15.6562,15.6562,15.5,15.5
013817101,"N     ","AA    ",1996-09-16,1320800,15.625,16.0156,15.5625,15.875
013817101,"N     ","AA    ",1996-09-17,1893600,15.9062,15.9062,15.75,15.7812
013817101,"N     ","AA    ",1996-09-18,1060800,15.7812,15.8125,15.6875,15.6875
013817101,"N     ","AA    ",1996-09-19,1585600,15.6875,15.6875,15.3438,15.375
013817101,"N     ","AA    ",1996-09-20,4104800,15.375,15.375,15.0625,15.125
013817101,"N     ","AA    ",1996-09-23,3703200,15,15,14.5938,14.6875
013817101,"N     ","AA    ",1996-09-24,4163200,14.6875,14.9688,14.625,14.625
013817101,"N     ","AA    ",1996-09-25,4146800,14.6562,14.8438,14.6562,14.8125
013817101,"N     ","AA    ",1996-09-26,1980400,14.8125,14.9062,14.75,14.75
013817101,"N     ","AA    ",1996-09-27,2067200,14.8125,14.8125,14.5625,14.7188
013817101,"N     ","AA    ",1996-09-30,1951600,14.7812,14.8438,14.7188,14.75
013817101,"N     ","AA    ",1996-10-01,2791200,14.8438,15.0625,14.7812,15.0312
013817101,"N     ","AA    ",1996-10-02,2579600,15.1562,15.2812,15.0938,15.1875
013817101,"N     ","AA    ",1996-10-03,2423200,15.1875,15.2188,15,15.0938
013817101,"N     ","AA    ",1996-10-04,9142400,15.0938,15.0938,14.2812,15
013817101,"N     ","AA    ",1996-10-07,5020000,14.75,14.75,14.5,14.5938
013817101,"N     ","AA    ",1996-10-08,4619600,14.5938,14.75,14.0312,14.0938
013817101,"N     ","AA    ",1996-10-09,4721200,14.1562,14.25,13.9375,13.9688
013817101,"N     ","AA    ",1996-10-10,4897200,14,14.5312,14,14.5312
013817101,"N     ","AA    ",1996-10-11,3696800,14.5312,14.625,14.4688,14.5938
013817101,"N     ","AA    ",1996-10-14,1604000,14.5938,14.625,14.5,14.5938
013817101,"N     ","AA    ",1996-10-15,4202000,14.5625,14.7812,14.5,14.7188
013817101,"N     ","AA    ",1996-10-16,2154400,14.7812,14.7812,14.5625,14.6875
013817101,"N     ","AA    ",1996-10-17,2987600,14.9688,14.9688,14.6875,14.9688
013817101,"N     ","AA    ",1996-10-18,1984000,14.9688,15,14.8125,14.9062
013817101,"N     ","AA    ",1996-10-21,1670400,14.9375,15,14.75,14.875
013817101,"N     ","AA    ",1996-10-22,1104400,14.8125,14.8438,14.5,14.625
013817101,"N     ","AA    ",1996-10-23,2048400,14.5625,14.5938,14.3438,14.5
013817101,"N     ","AA    ",1996-10-24,4196000,14.7188,15.0938,14.6875,14.9688
013817101,"N     ","AA    ",1996-10-25,1968400,14.9688,14.9688,14.8438,14.9375
013817101,"N     ","AA    ",1996-10-28,1530800,14.9688,15,14.6875,14.875
013817101,"N     ","AA    ",1996-10-29,2314800,14.875,15.1562,14.8438,15.0938
013817101,"N     ","AA    ",1996-10-30,1238800,15.0312,15.0312,14.6875,14.8125
013817101,"N     ","AA    ",1996-10-31,2099200,14.7812,14.8125,14.4375,14.6562
013817101,"N     ","AA    ",1996-11-01,2060400,14.6875,14.9375,14.6562,14.8438
013817101,"N     ","AA    ",1996-11-04,1695600,14.8438,14.9062,14.75,14.75
013817101,"N     ","AA    ",1996-11-05,2251200,14.75,15.0625,14.75,14.9688
013817101,"N     ","AA    ",1996-11-06,3425600,14.9375,15,14.875,14.9688
013817101,"N     ","AA    ",1996-11-07,3497200,14.9062,15,14.875,14.9688
013817101,"N     ","AA    ",1996-11-08,3889600,14.9375,15.0938,14.9375,15
013817101,"N     ","AA    ",1996-11-11,2355600,15.0312,15.0625,14.9062,14.9375
013817101,"N     ","AA    ",1996-11-12,5223600,14.875,15.3438,14.8125,15.3125
013817101,"N     ","AA    ",1996-11-13,5147600,15.3438,15.4688,15.125,15.25
013817101,"N     ","AA    ",1996-11-14,4267200,15.2812,15.4062,15.1875,15.4062
013817101,"N     ","AA    ",1996-11-15,2014000,15.4375,15.4688,15.3125,15.375
013817101,"N     ","AA    ",1996-11-18,3170000,15.4375,15.5938,15.3438,15.5
013817101,"N     ","AA    ",1996-11-19,1946800,15.5625,15.5938,15.375,15.4375
013817101,"N     ","AA    ",1996-11-20,3825600,15.625,15.9375,15.5625,15.875
013817101,"N     ","AA    ",1996-11-21,5025600,15.8125,15.8438,15.5,15.5938
013817101,"N     ","AA    ",1996-11-22,3071200,15.6562,15.6562,15.5,15.5938
013817101,"N     ","AA    ",1996-11-25,2023600,15.6562,15.8125,15.5312,15.8125
013817101,"N     ","AA    ",1996-11-26,2615600,15.8438,15.9688,15.625,15.8438
013817101,"N     ","AA    ",1996-11-27,2450000,15.7812,15.875,15.6875,15.8438
013817101,"N     ","AA    ",1996-11-29,1862400,15.8438,15.9688,15.8438,15.9062
013817101,"N     ","AA    ",1996-12-02,3186000,15.875,15.9375,15.6875,15.9375
013817101,"N     ","AA    ",1996-12-03,3038400,15.875,15.9688,15.7812,15.7812
013817101,"N     ","AA    ",1996-12-04,1750800,15.7188,15.75,15.5938,15.625
013817101,"N     ","AA    ",1996-12-05,2507200,15.6562,16.1562,15.6562,16.0938
013817101,"N     ","AA    ",1996-12-06,3286400,15.75,15.8125,15.6875,15.7188
013817101,"N     ","AA    ",1996-12-09,2141200,15.75,15.8125,15.6562,15.7812
013817101,"N     ","AA    ",1996-12-10,3624000,15.7812,16.1875,15.7812,16.125
013817101,"N     ","AA    ",1996-12-11,3856800,16,16,15.8125,15.9062
013817101,"N     ","AA    ",1996-12-12,3158800,15.875,16.0625,15.875,15.9688
013817101,"N     ","AA    ",1996-12-13,1838800,15.9062,15.9062,15.7188,15.75
013817101,"N     ","AA    ",1996-12-16,2542000,15.5938,15.7188,15.5,15.5312
013817101,"N     ","AA    ",1996-12-17,2119600,15.4062,15.5625,15.3438,15.3438
013817101,"N     ","AA    ",1996-12-18,3103200,15.1875,15.375,15.0625,15.2188
013817101,"N     ","AA    ",1996-12-19,2909600,15.25,15.75,15.25,15.7188
013817101,"N     ","AA    ",1996-12-20,2791200,15.9688,15.9688,15.75,15.8438
013817101,"N     ","AA    ",1996-12-23,1062400,15.8125,15.8438,15.4062,15.4688
013817101,"N     ","AA    ",1996-12-24,426400,15.5,15.5625,15.4062,15.4688
013817101,"N     ","AA    ",1996-12-26,1195600,15.5,15.625,15.4688,15.5625
013817101,"N     ","AA    ",1996-12-27,689200,15.625,15.6875,15.5,15.5625
013817101,"N     ","AA    ",1996-12-30,1973600,15.5625,15.9375,15.5625,15.8125
013817101,"N     ","AA    ",1996-12-31,2465200,15.8125,15.9375,15.6875,15.9375
013817101,"N     ","AA    ",1997-01-02,3691600,16.125,16.375,16.0625,16.2812
013817101,"N     ","AA    ",1997-01-03,6053200,16.4688,17.0312,16.3438,17
013817101,"N     ","AA    ",1997-01-06,9551600,17.0312,17.375,16.9375,16.9688
013817101,"N     ","AA    ",1997-01-07,4157200,16.9062,16.9062,16.625,16.875
013817101,"N     ","AA    ",1997-01-08,5430400,16.875,16.9688,16.6562,16.8438
013817101,"N     ","AA    ",1997-01-09,5675600,16.7812,17.5625,16.7812,17.4062
013817101,"N     ","AA    ",1997-01-10,7697600,17.2188,17.9375,17.2188,17.8125
013817101,"N     ","AA    ",1997-01-13,4355200,17.75,17.75,17.625,17.6875
013817101,"N     ","AA    ",1997-01-14,4078000,17.6875,17.875,17.6562,17.7812
013817101,"N     ","AA    ",1997-01-15,3579200,17.5938,17.9688,17.5938,17.75
013817101,"N     ","AA    ",1997-01-16,3214400,17.8125,18,17.7812,17.9062
013817101,"N     ","AA    ",1997-01-17,5180000,17.875,18.2812,17.875,18.25
013817101,"N     ","AA    ",1997-01-20,2442800,18.1875,18.1875,17.875,18.125
013817101,"N     ","AA    ",1997-01-21,3753600,17.9062,18.0625,17.5312,17.6562
013817101,"N     ","AA    ",1997-01-22,3100800,17.75,17.75,17.125,17.2812
013817101,"N     ","AA    ",1997-01-23,2908800,17.25,17.4688,16.75,16.8125
013817101,"N     ","AA    ",1997-01-24,4206000,16.875,17.25,16.8125,16.9375
013817101,"N     ","AA    ",1997-01-27,3464800,17.0938,17.0938,16.625,16.6562
013817101,"N     ","AA    ",1997-01-28,3682000,17.125,17.3438,16.9688,17
013817101,"N     ","AA    ",1997-01-29,1532400,16.9375,17.1875,16.9375,17.125
013817101,"N     ","AA    ",1997-01-30,2043200,17.125,17.375,17.0625,17.3125
013817101,"N     ","AA    ",1997-01-31,2008000,17.4062,17.5625,17.1875,17.25
013817101,"N     ","AA    ",1997-02-03,2281200,17.25,17.375,17.125,17.2188
013817101,"N     ","AA    ",1997-02-04,1457200,17.125,17.1875,17,17.0625
013817101,"N     ","AA    ",1997-02-05,1649200,17.0625,17.1562,16.7812,16.8125
013817101,"N     ","AA    ",1997-02-06,2600400,16.75,16.8125,16.5,16.6875
013817101,"N     ","AA    ",1997-02-07,3564000,17.3125,17.3125,16.6875,16.9062
013817101,"N     ","AA    ",1997-02-10,1838000,16.875,17,16.6562,16.6562
013817101,"N     ","AA    ",1997-02-11,2287200,16.7188,16.875,16.5938,16.6875
013817101,"N     ","AA    ",1997-02-12,5768800,16.6875,16.875,16.5938,16.75
013817101,"N     ","AA    ",1997-02-13,2581200,16.8125,17,16.6875,16.9062
013817101,"N     ","AA    ",1997-02-14,2488400,17,17.4688,16.9688,17.3125
013817101,"N     ","AA    ",1997-02-18,1839200,17.4688,17.5938,17.375,17.5625
013817101,"N     ","AA    ",1997-02-19,3757600,17.4375,17.9062,17.4375,17.7812
013817101,"N     ","AA    ",1997-02-20,2784400,17.75,17.9688,17.6562,17.7188
013817101,"N     ","AA    ",1997-02-21,3216400,17.75,17.9375,17.6875,17.7812
